srcip,dstip,srcport,dstport,proto,ts,td,pkt,byt,label,type
3232235834,3232235875,54144,53,UDP,1554207019644471.0,0.0016205717655546645,3,1631,0,normal
3232235937,3232235859,48727,16002,UDP,1554202375285913.0,1.2327278243408832,0,6,0,normal
3232235998,3232235962,41800,15051,UDP,1554207188949352.0,1.2280083593962159,0,31,0,normal
3232235959,3232235816,36166,15756,UDP,1554209319142403.0,1.1483951871740854,-1,34,0,normal
3232236002,3232235835,54760,53,UDP,1554204307701679.0,0.0016911307508530459,-1,107,0,normal
3232235826,3232235950,44259,15319,UDP,1554209932851447.0,1.6472015825362964,1,-1,0,normal
3232235881,3758096517,5738,5742,UDP,1554209905506916.0,27.72443736488342,-1,1940,0,normal
3232235857,3232235777,55575,15398,UDP,1554205749945067.0,1.8779298236907414,1,78,0,normal
3232235893,3232235839,55811,15108,UDP,1554202680995628.0,1.2528981079468835,1,58,0,normal
3232235826,3232235826,54917,15965,UDP,1554201061696134.0,1.1319141088676923,0,21,0,normal
3232235951,3232235831,57077,16016,UDP,1554208196570369.0,1.5286334886073207,1,26,0,normal
3232235795,3232235968,35252,15931,UDP,1554201252599433.0,1.0205459540656747,0,25,0,normal
3232235876,3232235971,53255,53,UDP,1554204553777805.0,0.001436285876753364,3,1705,0,normal
3232236007,3232235911,50366,15569,UDP,1554205942031427.0,1.1139264473398023,1,76,0,normal
3232235979,3232235887,48645,53,UDP,1554207304651808.0,0.0005124531722104989,0,777,0,normal
3232235938,3232235895,60333,15702,UDP,1554202085945549.0,1.264234324889863,0,4,0,normal
3232235936,3232235944,43784,15025,UDP,1554206279768416.0,1.495685365063214,-1,86,0,normal
3232236023,3232235797,47592,53,UDP,1554201126364288.0,0.0005581597292602763,3,1133,0,normal
3232235791,3232235946,48386,15100,UDP,1554203451678675.0,1.7869881963925496,0,118,0,normal
3232235850,3232235923,42061,15369,UDP,1554209403879753.0,1.946552703436057,0,33,0,normal
3232235940,3232235970,41361,53,UDP,1554201959488009.0,0.0008222295322230631,1,1181,0,normal
3232235950,3232235838,54206,15902,UDP,1554208581444715.0,1.3268416054163694,1,119,0,normal
3232235984,3232235973,36202,15417,UDP,1554204462090414.0,1.3351904162818478,1,30,0,normal
3232235859,3232235809,45939,53,UDP,1554209295289085.0,0.00153522732796483,0,1743,0,normal
3232235910,3232236021,59141,15721,UDP,1554208449595533.0,1.9905144764053473,-1,54,0,normal
3232235780,3232235935,50660,15603,UDP,1554203895515701.0,1.4363030976144777,0,119,0,normal
3232235786,3232235802,36762,53,UDP,1554200911578465.0,0.0014147786493184235,0,1166,0,normal
3232235881,3232235833,53935,15734,UDP,1554207419812698.0,1.1724073755649695,0,55,0,normal
3232235964,3758096626,5467,5706,UDP,1554204648547966.0,1.335541895224054,-1,206,0,normal
3232235990,3232235979,56406,15147,UDP,1554207161748275.0,1.0883706403867297,1,31,0,normal
3232235951,3232235992,36211,53,UDP,1554205322002322.0,0.002487706018470367,-1,396,0,normal
3232235920,3232235813,41181,53,UDP,1554205188035452.0,0.001941179128877564,0,1720,0,normal
3232235952,3232235939,50039,15643,UDP,1554209035315987.0,1.7047319375278,-1,73,0,normal
3232235880,3232235854,45655,15571,UDP,1554208502818671.0,1.1577908991183152,-1,61,0,normal
3232235908,3232235919,34788,15629,UDP,1554204877669457.0,1.3943306635151869,-1,50,0,normal
3232235822,3232235831,47324,53,UDP,1554209405867780.0,0.001019607371181752,0,842,0,normal
3232235826,3232235911,49769,15940,UDP,1554207227235317.0,1.338186423940082,-1,20,0,normal
3232235943,3232236029,38114,15371,UDP,1554206655776719.0,1.6332169714975082,0,107,0,normal
3232235904,3232235830,60802,53,UDP,1554204697295130.0,0.0005008202197523818,2,128,0,normal
3232235932,3232235944,39262,53,UDP,1554208526146793.0,0.0029108119468017847,1,1096,0,normal
3232235813,3232235891,49101,15444,UDP,1554209217442024.0,1.1675551614609363,-1,116,0,normal
3232235827,3758096598,5354,5257,UDP,1554203318390164.0,2.4882316153967214,3,992,0,normal
3232236005,3232235792,60576,15465,UDP,1554209393980151.0,1.7617353187798739,-1,5,0,normal
3232235809,3232235977,43840,15754,UDP,1554201657391775.0,1.2465616951928329,1,103,0,normal
3232235990,3232235838,53927,53,UDP,1554200244952955.0,0.0009724859081740064,3,1122,0,normal
3232235959,3232235876,138,138,UDP,1554202074307961.0,1.061388289169611,-1,457,0,normal
3232235926,3232236031,36225,15858,UDP,1554205717372254.0,1.4080765862157039,-1,63,0,normal
3232235888,3232235819,43851,53,UDP,1554209134188202.0,0.0012049717880492175,0,646,0,normal
3232235943,3232235962,47116,15516,UDP,1554204815718688.0,1.9896166511294928,1,116,0,normal
3232235899,3232235879,56521,53,UDP,1554201509860020.0,0.0018550651466775667,1,1703,0,normal
3232236016,3232235829,138,138,UDP,1554206272304574.0,0.005434446268717625,2,1356,0,normal
3232235970,3232235959,35525,15522,UDP,1554208456804495.0,1.4168985140412413,0,0,0,normal
3232235889,3232235865,40814,15649,UDP,1554202711895819.0,1.081003504089622,-1,14,0,normal
3232235868,3232236023,37564,53,UDP,1554209192068701.0,0.0005334787604436288,-1,1343,0,normal
3232236027,3232235805,60773,15875,UDP,1554201641679178.0,1.0196898932683442,1,2,0,normal
3232235906,3232235900,61010,15377,UDP,1554202588520450.0,1.8948264565251622,1,38,0,normal
3232235780,3232235978,59451,53,UDP,1554206207332411.0,0.0023642487233143895,2,828,0,normal
3232235808,3232235942,59411,15775,UDP,1554201925858108.0,1.8875627980566287,1,34,0,normal
3232235945,3232235780,52496,16020,UDP,1554203676581695.0,1.4858466560889891,-1,36,0,normal
3232236007,3232235964,138,138,UDP,1554206170677137.0,0.004474883909443178,1,1204,0,normal
3232235846,3232235970,42797,15179,UDP,1554207141665865.0,1.4060651844310987,-1,89,0,normal
3232236005,3232235933,51219,15923,UDP,1554202044726709.0,1.6710965608207156,0,34,0,normal
3232235995,3758096446,5502,5484,UDP,1554208910505931.0,0.025228805312901892,3,6,0,normal
3232235982,3232235991,57474,15494,UDP,1554209668728337.0,1.6143083543446684,-1,119,0,normal
3232235870,3232235810,53378,53,UDP,1554203906982361.0,0.0027326146441179642,1,1120,0,normal
3232236014,3232235853,59826,15447,UDP,1554205302426309.0,1.5892862239149639,1,93,0,normal
3232236015,3232235926,54584,53,UDP,1554208120597584.0,0.0010386235824046389,3,1972,0,normal
3232235819,3232235907,40198,15393,UDP,1554204579957858.0,1.0568194207234316,1,34,0,normal
3232235929,3232236028,59268,15870,UDP,1554203469920529.0,1.0277973526150113,1,22,0,normal
3232235985,3232235872,47381,53,UDP,1554202420702865.0,0.001868203587888145,-1,509,0,normal
3232235941,3232235914,40258,15759,UDP,1554203313940638.0,1.3653133742479473,-1,79,0,normal
3232235964,3232235991,41693,15262,UDP,1554201862007221.0,1.2541265389783154,1,42,0,normal
3232235941,3232236000,32048,53,UDP,1554200118329845.0,0.0018725308507347082,1,804,0,normal
3232235899,3232235944,36319,15032,UDP,1554207223363643.0,1.6341424377396003,0,120,0,normal
3232236002,3232235795,37600,15170,UDP,1554203306253789.0,1.478330443164444,0,126,0,normal
3232235845,3232236006,56364,15721,UDP,1554202698224050.0,1.899768449745943,-1,70,0,normal
3232235840,3232235984,41661,53,UDP,1554207259015448.0,0.003894144839671602,2,1642,0,normal
3232235851,3232235805,52740,15926,UDP,1554203382767190.0,1.1268853563269516,1,0,0,normal
3232235864,3232235988,49058,15873,UDP,1554206190522123.0,1.6206779638731494,0,63,0,normal
3232236000,3232235832,47435,15941,UDP,1554203520803349.0,1.0092025871929013,0,1,0,normal
3232235969,3232235786,49779,53,UDP,1554200409997984.0,0.0008547735963938237,-1,952,0,normal
3232236020,3232235987,57974,15424,UDP,1554204010452955.0,1.6198086837735706,1,119,0,normal
3232235794,3232235844,51504,15331,UDP,1554201281277353.0,1.8864825100486204,-1,0,0,normal
3232235902,3232235834,49970,53,UDP,1554201814537847.0,0.0009889025223733697,-1,800,0,normal
3232235860,3232235989,43322,15953,UDP,1554207986414701.0,1.1345547961408085,-1,73,0,normal
3232235881,3232235797,34071,15650,UDP,1554208821244430.0,1.697328602841245,1,55,0,normal
3232235780,3232235787,48311,53,UDP,1554202260664886.0,0.0006335506821806519,1,1127,0,normal
3232235870,3232235962,38628,15939,UDP,1554209397105077.0,1.8460710809743415,-1,125,0,normal
3232235967,3758096582,5028,5502,UDP,1554205642671544.0,7.643908342593766,-1,230,0,normal
3232235987,3232235880,38136,15432,UDP,1554201407734991.0,1.6124857393676661,0,92,0,normal
3232235853,3232235884,37666,53,UDP,1554208873991484.0,0.0010251394853485294,2,433,0,normal
3232235887,3232235843,59572,15268,UDP,1554208770817882.0,1.2949105922389685,0,102,0,normal
3232235875,3232235835,54013,15411,UDP,1554203131153895.0,1.1168148816517207,-1,103,0,normal
3232235827,3232235973,59413,53,UDP,1554202728948979.0,0.0007169897738448258,0,1735,0,normal
3232235820,3232235968,41175,15388,UDP,1554202584907490.0,1.6741074375914156,-1,80,0,normal
3232235835,3232235893,57324,16006,UDP,1554209508623449.0,1.9326916653470159,-1,126,0,normal
3232235925,3232235956,35132,53,UDP,1554201251040058.0,0.0005236216380214285,-1,798,0,normal
3232235955,3232235875,49248,15153,UDP,1554204820974655.0,1.9227390946786465,1,112,0,normal
3232235893,3232235859,57085,15859,UDP,1554202115244197.0,1.3754544198390932,-1,87,0,normal
3232236008,3232235893,40314,15818,UDP,1554204693269309.0,1.1456456185486164,0,79,0,normal
3232235919,3232235925,43563,15539,UDP,1554202030479427.0,1.215847333791284,0,95,0,normal
3232235819,3232235821,35858,53,UDP,1554201311627068.0,0.001422118889387453,0,1232,0,normal
3232235810,3232235802,41890,15551,UDP,1554201262356731.0,1.2892983017501058,-1,28,0,normal
3232235940,3758096400,6008,5728,UDP,1554200376781247.0,1.8742208949234036,0,127,0,normal
3232235785,3232235967,38336,15297,UDP,1554204512507329.0,1.2621649944463769,-1,63,0,normal
3232236015,3758096492,5205,5252,UDP,1554208038340874.0,5.496892563222035,0,1912,0,normal
3232235937,3232235989,54276,53,UDP,1554200022326963.0,0.0014424793748069884,-1,1031,0,normal
3232235972,3232236028,44987,15175,UDP,1554203559839402.0,1.1537159557194259,-1,52,0,normal
3232235908,3232235948,57941,15192,UDP,1554203755576511.0,1.4258358491186796,-1,84,0,normal
3232235804,3232235873,55678,53,UDP,1554202640257023.0,0.4176484580131787,2,1070,0,normal
3232235870,3232235816,52676,15282,UDP,1554209342417913.0,1.8156565704843577,0,43,0,normal
3232235866,3232235938,41203,15905,UDP,1554201561105682.0,1.354567756542054,0,82,0,normal
3232235790,3232236001,52162,15262,UDP,1554200871646886.0,1.6607805661122372,1,81,0,normal
3232236009,3232235930,35585,53,UDP,1554200192015861.0,0.0009967168529435768,-1,1282,0,normal
3232235987,3232235934,59789,15146,UDP,1554205832465977.0,1.924278626820258,1,37,0,normal
3232235929,3232235846,45347,15327,UDP,1554201283265559.0,1.0554594804773318,-1,83,0,normal
3232236010,3232236008,39283,53,UDP,1554200623787995.0,0.0008544744550903558,1,716,0,normal
3232235918,3232235862,39297,15757,UDP,1554204718626734.0,1.9896239909935156,-1,5,0,normal
3232236023,3232235785,41052,15218,UDP,1554202681542405.0,1.140555539835139,-1,75,0,normal
3232235872,3232235894,37025,15120,UDP,1554208975364388.0,1.1945717543164915,-1,53,0,normal
3232236029,3232235988,42082,53,UDP,1554202766771372.0,0.0012840249916043066,-1,964,0,normal
3232235918,3232236006,51554,15152,UDP,1554209144051338.0,1.3981935289359555,1,86,0,normal
3232235851,3232235862,47231,15480,UDP,1554204128287995.0,1.849366578893886,0,29,0,normal
3232235869,3232235824,39665,53,UDP,1554208388044176.0,0.0010886695190906186,2,1823,0,normal
3232235899,3232235792,49448,15624,UDP,1554202047149167.0,1.2465429579903493,1,14,0,normal
3232235983,3232235996,34863,15365,UDP,1554203013551116.0,1.8043430492293895,-1,5,0,normal
3232235952,3232235954,54497,53,UDP,1554208620038363.0,0.0014554606365160033,2,826,0,normal
3232235808,3232235880,50339,15827,UDP,1554202504085058.0,1.6195248442676449,0,94,0,normal
3232235929,3758096571,5310,5917,UDP,1554204041281466.0,20.058466724591824,1,1207,0,normal
3232235899,3232235980,49205,15790,UDP,1554207625509785.0,1.9961600817579923,-1,33,0,normal
3232235904,3232235951,46279,15547,UDP,1554200130231110.0,1.959283305508275,-1,76,0,normal
3232235999,3232235808,48663,15794,UDP,1554203364671255.0,1.086193798638519,1,52,0,normal
3232235900,3758096529,5631,5941,UDP,1554208287022374.0,1.264813038662171,1,97,0,normal
3232235984,3232235954,57132,53,UDP,1554201319016321.0,0.0016697424739984014,3,1446,0,normal
3232235932,3232235836,56195,15078,UDP,1554203025157811.0,1.7039208555238379,1,36,0,normal
3232236014,3232235879,58305,15506,UDP,1554201118328937.0,1.5058077320148429,1,71,0,normal
3232235847,3232235818,39943,53,UDP,1554202888245075.0,0.0012958203692467257,1,1441,0,normal
3232235901,3232235810,42082,15113,UDP,1554208776197848.0,1.6956740630434102,1,74,0,normal
3232235841,3758096480,5424,5954,UDP,1554201599381682.0,1.2759506573258208,-1,253,0,normal
3232235962,3232235891,50862,15138,UDP,1554206721584935.0,1.7328628157758912,-1,97,0,normal
3232235877,3758096524,5553,5164,UDP,1554204366476859.0,17.40192441404987,1,877,0,normal
3232235920,3232235936,48317,15561,UDP,1554209460452936.0,1.9708911640835927,0,109,0,normal
3232235794,3232235811,54137,53,UDP,1554200991641848.0,0.0015647865359783167,1,1379,0,normal
3232235837,3232235832,33629,15832,UDP,1554204518090828.0,1.134185349256355,0,121,0,normal
3232235825,3232235924,59572,15432,UDP,1554203400573522.0,1.046191092522483,0,11,0,normal
3232235897,3232235865,44418,53,UDP,1554200710061044.0,0.0006005182734409383,0,945,0,normal
3232235922,3232235920,36304,15298,UDP,1554206445092382.0,1.1234271269282083,0,46,0,normal
3232235803,3232235806,46851,15084,UDP,1554203107447420.0,1.258124310500489,1,117,0,normal
3232235827,3232236011,58445,53,UDP,1554205722891103.0,0.0014994648834280367,3,1280,0,normal
3232235859,875061809,47222,443,TCP,1554208717331972.0,0.47597689439284796,2,85,0,normal
3232235814,3232235843,138,138,UDP,1554205474111470.0,1.9343397972440273,-1,355,0,normal
3232235908,3232235833,45681,53,UDP,1554207075155168.0,0.0007668990484831456,0,1104,0,normal
3232235928,3232235890,52872,15690,UDP,1554202037336799.0,1.2718188884690644,0,44,0,normal
3232235941,3232235918,33248,16016,UDP,1554200619631143.0,1.0739165876476688,1,42,0,normal
3232235864,3232236008,53767,53,UDP,1554204396474333.0,0.0015120538646212721,-1,808,0,normal
3232235891,3232235800,36839,15801,UDP,1554208697493925.0,1.1496403917363356,0,127,0,normal
3232235899,3758096452,5293,5204,UDP,1554209982388504.0,1.0450407371883808,-1,214,0,normal
3232235875,3232235855,49956,15968,UDP,1554208094324684.0,1.6234746061491894,1,118,0,normal
3232235930,3232235928,46412,15533,UDP,1554202185013641.0,1.3636190613430377,-1,35,0,normal
3232235917,3232235793,38451,15958,UDP,1554207946835413.0,1.24248076859583,0,74,0,normal
3232235935,3232235948,48529,53,UDP,1554205776461565.0,0.001058318316738183,1,471,0,normal
3232236029,3232235804,36028,15299,UDP,1554201710817001.0,1.1964392973089255,0,106,0,normal
3232235947,3232236021,47204,15122,UDP,1554203441238529.0,1.5121928008248973,0,0,0,normal
3232235803,3232235936,50802,53,UDP,1554202399154855.0,0.0013719941226761284,2,605,0,normal
3232235776,3232235782,54394,15690,UDP,1554201122848611.0,1.9848362534410873,0,60,0,normal
3232235854,3232235904,39130,15920,UDP,1554204400397452.0,1.972063149467461,-1,36,0,normal
3232235901,3232235909,36691,15918,UDP,1554208817792002.0,1.6597229947699221,0,30,0,normal
3232235818,3232235943,44753,53,UDP,1554208094845214.0,0.001699329436192742,3,1184,0,normal
3232235825,3232235777,41848,15885,UDP,1554207511527404.0,1.6575753719742,1,59,0,normal
3232235793,3758096552,5704,5981,UDP,1554204662781513.0,0.029807544114983493,-1,597,0,normal
3232235782,3232235859,56705,15239,UDP,1554207182005244.0,1.072494176739585,-1,55,0,normal
3232235867,3232235864,46137,15509,UDP,1554206879355688.0,1.1663231898370943,1,53,0,normal
3232235803,3232235883,47400,53,UDP,1554200925505054.0,0.000979514745050595,2,1820,0,normal
3232235815,3232236024,48800,15788,UDP,1554206670892635.0,1.6109656466334417,1,121,0,normal
3232235884,3232235960,138,138,UDP,1554201396825676.0,1.0002278965121718,1,300,0,normal
3232235904,3232235850,35599,53,UDP,1554208833366888.0,0.0015515509425414174,1,1121,0,normal
3232235930,3232235948,53738,15448,UDP,1554202707729027.0,1.0252607428453322,0,0,0,normal
3232235838,3232235812,35872,15120,UDP,1554208150283664.0,1.4906412971692231,0,92,0,normal
3232235993,3232235890,41563,15164,UDP,1554207258634143.0,1.0542168696125047,-1,26,0,normal
3232235821,3232235830,58737,53,UDP,1554206403523003.0,0.002444737517452551,0,779,0,normal
3232236002,3232235942,44435,16003,UDP,1554205723169275.0,1.6538969432793942,-1,43,0,normal
3232235995,3232235799,41122,53,UDP,1554206917803358.0,0.0009565743721890909,-1,1322,0,normal
3232235907,3232236014,53559,15320,UDP,1554200972613783.0,1.9563891711779293,-1,97,0,normal
3232235933,3232235887,60023,15483,UDP,1554206288356050.0,1.6696862038398352,-1,27,0,normal
3232235844,3232236023,46973,15596,UDP,1554207802878346.0,1.0738635912469459,-1,79,0,normal
3232235814,3232235952,43358,53,UDP,1554200105000035.0,0.001512357320281159,2,38,0,normal
3232235972,3232235916,43199,53,UDP,1554201070467325.0,0.003889944933776058,0,1452,0,normal
3232235894,3232235948,50518,15300,UDP,1554209184872132.0,1.5521984702073324,1,106,0,normal
3232235996,3232235815,51188,53,UDP,1554202482453435.0,0.001921814811702274,1,1189,0,normal
3232235876,3232235913,56490,15836,UDP,1554200079354253.0,1.1764492611361028,1,109,0,normal
3232235852,3232235962,59200,15760,UDP,1554206179480132.0,1.8310741526902434,1,127,0,normal
3232235913,3232235967,37045,15473,UDP,1554207506934702.0,1.6639228955526792,-1,115,0,normal
3232235914,3232235989,38293,53,UDP,1554208492029842.0,0.003163431605762406,1,655,0,normal
3232235927,3232235950,138,138,UDP,1554204352817043.0,1.04781603031438,1,7,0,normal
3232235849,3232235809,57006,53,UDP,1554202248724527.0,0.0017228907784480059,-1,111,0,normal
3232235865,3232235914,59683,15321,UDP,1554209704031136.0,1.5509393990212703,0,69,0,normal
3232235931,3232235991,33432,15650,UDP,1554209068142699.0,1.7367681336855783,1,25,0,normal
3232235794,3758096555,5332,5589,UDP,1554200815708248.0,1.7894898845553673,-1,179,0,normal
3232235960,3232235832,35156,53,UDP,1554203917743023.0,0.0007029878043220367,1,1536,0,normal
3232235838,3232236028,138,138,UDP,1554206045166641.0,0.007748282207424558,2,1841,0,normal
3232235853,3232235831,44094,16015,UDP,1554200834058609.0,1.082325317247086,0,69,0,normal
3232235926,3232235860,56507,15131,UDP,1554203360672951.0,1.0042607523778595,1,81,0,normal
3232235864,3232235896,44887,53,UDP,1554206091941687.0,0.0013836347417327689,3,422,0,normal
3232236025,3232236027,34780,15829,UDP,1554209679262230.0,1.1138749536604058,-1,112,0,normal
3232235975,3232235884,57347,15042,UDP,1554205295515307.0,1.838025508844901,1,23,0,normal
3232235995,3232236029,50861,53,UDP,1554203738727267.0,0.001102824927966929,-1,779,0,normal
3232235917,3232235947,56330,15804,UDP,1554203571692724.0,1.2817272205397163,1,47,0,normal
3232235826,875061827,47058,443,TCP,1554202515511077.0,1882.5529688851927,13,1783,0,normal
3232235886,3232235980,54005,16004,UDP,1554209594707511.0,1.3900834970527158,-1,49,0,normal
3232235825,3232235864,48883,53,UDP,1554205087895421.0,0.0018152973319374296,-1,1788,0,normal
3232235835,3232235908,38752,15740,UDP,1554203793926892.0,1.359765235289798,-1,119,0,normal
3232236003,3232236005,56967,15026,UDP,1554203271068566.0,1.8983335244417412,1,0,0,normal
3232235869,3232235946,138,138,UDP,1554203220645999.0,0.006921906050369407,-1,437,0,normal
3232235961,3232235829,58220,15714,UDP,1554203905318125.0,1.6337580819945696,1,83,0,normal
3232235799,3232235814,36462,53,UDP,1554202516323688.0,0.0016531441492693426,2,184,0,normal
3232235903,3232235925,46263,15701,UDP,1554202237046426.0,1.6797505662170304,0,83,0,normal
3232235964,3232235972,57921,15504,UDP,1554208032097746.0,1.5262879814063912,0,107,0,normal
3232235791,3232235827,137,137,UDP,1554208278298029.0,3.6497684496623863,3,791,0,normal
3232235953,3232235786,49516,53,UDP,1554208504902468.0,0.0011728251690599246,1,369,0,normal
3232235919,3232235935,35663,15473,UDP,1554209888483547.0,1.3523711750183303,-1,98,0,normal
3232235863,3232235866,51927,15797,UDP,1554206757000931.0,1.634970272175468,1,61,0,normal
3232235836,3232235817,54514,15956,UDP,1554200173849375.0,1.2911000682436962,-1,87,0,normal
3232236013,3232236003,55638,53,UDP,1554200683459230.0,0.0016084819452999175,-1,343,0,normal
3232235863,3232236008,43782,15201,UDP,1554204484753200.0,1.8735917600891332,-1,57,0,normal
3232235936,3232235934,48101,15634,UDP,1554207878551019.0,1.6892158160143942,-1,23,0,normal
3232235981,3232236021,39538,15483,UDP,1554204184562308.0,1.1182789861652243,1,70,0,normal
3232235956,3232235887,34545,53,UDP,1554200597871122.0,0.0012669660361280188,2,302,0,normal
3232235930,3232235780,55875,15477,UDP,1554201536625579.0,1.7336143801063364,-1,49,0,normal
3232235977,3232235815,49763,15101,UDP,1554203665418147.0,1.9848031762210876,0,55,0,normal
3232235906,3232235968,56524,15582,UDP,1554209027411634.0,1.6919051175705335,0,120,0,normal
3232235950,3232235961,59426,15246,UDP,1554209452520684.0,1.1615377566730662,0,99,0,normal
3232235849,3232235901,44386,53,UDP,1554202195267877.0,0.0008569376011492655,1,1847,0,normal
3232235958,3232235776,54838,15364,UDP,1554203391154832.0,1.1188969576158887,-1,10,0,normal
3232235842,3232235808,43508,15816,UDP,1554205964856065.0,1.2221589285011576,-1,79,0,normal
3232235792,3232235824,55862,15761,UDP,1554205200848685.0,1.7915786365204438,-1,110,0,normal
